zid,address,zipcode,alat,alon,valuation,value_change,value_range_high,value_range_low,sqft,lot_sqft,year_built,last_sold_date,last_sold_price
29366379,6022 Tributary Ridge Drive,78759,30.411551,-97.76287,577373.0,-12928,623563,502315,3410,20037,2002.0,04/20/2015,
,4232 Felter Lane,787,,,,,,,,,,,
29554308,12502 Split Rail Parkway,78750,30.462989,-97.805239,349021.0,-10026,390904,331570,2578,12679,1982.0,09/19/1989,66900
29517378,303 Whitetail Drive,78652,30.121798,-97.826832,305554.0,-2921,320832,287221,1811,23945,1973.0,,
,696 Clark Cove Road,78610,,,,,,,,,,,
29354792,406 Sunfish,78738,30.367149,-97.989412,,,,,1790,10528,1970.0,,
2104531216,1700 Dalshank Street,78660,30.48144,-97.58546,,,,,,43560,,,
,2433 Caldwell Lane,78617,,,,,,,,,,,
58298053,1707 River Hills Road,78733,30.332761,-97.846817,1871633.0,-2625,2114945,1778051,4046,90705,1940.0,,
29413298,6313 Wild Street,78757,30.332186,-97.723983,352138.0,-17039,380309,309881,1012,5445,1956.0,,
,19586 Reed Parks Road,78645,,,,,,,,,,,
83825931,16904 John Michael Drive,78653,30.35584,-97.550933,,,,,,8734,,,
,8925 FM 973,78719,,,,,,,,,,,
83818959,3817 Verano Drive,78735,30.283296,-97.883955,4526086.0,,5476564,3575608,6742,49527,2018.0,,
29397088,9101 Tristam Drive,78621,30.281871,-97.472721,156207.0,55,171828,137462,1216,187656,1994.0,,
,517 Industrial Boulevard,78745,,,,,,,,,,,
,10217 Moores Bridge Road,78617,,,,,,,,,,,
,7469 Avenue G,78752,,,,,,,,,,,
125933221,4717 Priem Lane,78660,30.492864,-97.586284,,,,,5000,220849,2016.0,,
,859 Bluff Woods Dr,78619,,,,,,,,,,,
,16158 Oxbow Trail,78610,,,,,,,,,,,
29478630,10730 Wagon Road West,78736,30.237081,-97.97958,543102.0,-10301,581119,515947,2480,207346,2003.0,,
58314805,9206 Granada Hills Drive,78737,30.21734,-97.901145,401813.0,10325,425922,381722,1419,43756,1980.0,,
,298 Puryear Road,78652,,,,,,,,,,,
29356259,8207 Two Coves Drive,78730,30.363598,-97.820826,,,,,5900,173804,1987.0,,
,8500 Cameron Road,78753,,,,,,,,,,,
,10399 Lindshire Lane,78748,,,,,,,,,,,
,2034 Rowe Loop,78660,,,,,,,,,,,
29567631,9608 Newberry Drive,78729,30.456266,-97.786566,238338.0,2315,250255,226421,1405,12588,1974.0,06/04/2017,
29476052,7308 Roaring Springs Drive,78736,30.242916,-97.901739,477178.0,-2144,501037,453319,3102,15795,2002.0,,
29339558,1700 Allium Drive,78733,30.310676,-97.893398,850291.0,-11198,892806,790771,4576,17524,1998.0,,
29409311,106 West 55th Street,78751,30.320791,-97.721092,409469.0,-2045,434037,388996,1120,6534,1952.0,,
29466506,3311 McCall Lane,78744,30.202351,-97.686452,219300.0,-240,243423,201756,1344,17938,1978.0,,
29327681,701 Patterson Avenue,78703,30.277644,-97.765585,697180.0,-19245,745983,662321,1701,7000,1913.0,,
114406593,11001 South 1st Street,78748,30.145314,-97.803697,45055614.0,-19969,90111230,19373914,727,1043915,2012.0,,
,3600 Farm-to-Market Road 973,78725,,,,,,,,,,,
29348444,2801 River Hills Road,78733,30.345739,-97.849005,3587062.0,-12044,4053380,3228356,1272,252866,1999.0,,
,17805 Breakwater Drive,78645,,,,,,,,,,,
29381197,13121 Canyon View,78641,30.50912,-97.894949,359730.0,-4134,417287,298576,2184,88862,1985.0,,
29391690,21940 Ann Showers Drive,78621,30.272555,-97.472832,136961.0,-1586,157505,104090,1064,79061,1995.0,,
,2704 Farm-to-Market Road 1327,78747,,,,,,,,,,,
125802888,20512 Ed Acklin Road,78653,30.277579,-97.492254,,,,,,51078,,,
,2933 Juneau Drive,78613,,,,,,,,,,,
29469151,5016 Canella Drive,78744,30.173737,-97.753718,,,,,1200,7314,1983.0,,
29407864,5100 Leralynn Street,78751,30.316952,-97.726408,549797.0,-1476,621271,511311,2252,5118,2013.0,,
70342871,2205 Hazen Lane,78748,30.190481,-97.819515,303620.0,-6212,318801,288439,1714,5153,2005.0,,
64547034,12204 Briarcreek Loop,78653,30.320335,-97.533674,147189.0,1819,154548,139830,1076,6948,2003.0,,
29507482,10208 Wolftrap Drive,78749,30.183257,-97.857339,452770.0,6180,475408,430132,3100,9439,1993.0,,
,4100 River Road,78612,,,,,,,,,,,
29350137,6302 Huntcliff Drive,78731,30.350367,-97.76988,1008918.0,-21530,1069453,938294,4450,20434,1982.0,,
29370698,9805 Grand Oak Drive,78750,30.422793,-97.805752,465138.0,-12071,488395,441881,2196,14549,1985.0,10/05/2017,
,7600 Wood Hollow Drive,78731,,,,,,,,,,,
119620339,7614 Bluff Springs Road,78744,30.174103,-97.769594,,,,,,694782,,,
,5511 Longhouse Creek Drive,78724,,,,,,,,,,,
70336874,6320 Soter Pkwy,78735,30.263897,-97.843017,1211371.0,47743,1393077,1114461,4474,24045,2009.0,,
29497610,1406 Matthews Lane,78745,30.197733,-97.80206,280371.0,-3976,297193,266352,1944,7031,1982.0,,
64546139,6323 Parliament Drive,78721,30.286517,-97.658644,262817.0,-2776,281214,241792,1088,18295,2004.0,,
29328391,1401 Barclay Drive,78746,30.277949,-97.823692,625416.0,12882,656687,587891,2448,14061,1981.0,,
,13226 Farm-to-Market Road 1100,78653,,,,,,,,,,,
,1646 Faro Drive,78741,,,,,,,,,,,
125807050,9601 Glenlake Drive,78730,30.357899,-97.847987,,,,,,95832,,,
,7613 Rialto Boulevard,78735,,,,,,,,,,,
64553865,19586 Sandcastle Drive,78669,30.39949,-98.000193,1507274.0,27181,1582638,1401765,5074,198590,2004.0,,
,199 Mann Lane,78612,,,,,,,,,,,
144381735,9301 Donner Lane,78749,30.208684,-97.886749,392869.0,-1343,412512,373226,1985,7562,1994.0,,
29372022,8114 Pilgrims Place,78759,30.428567,-97.778239,407585.0,405,427964,387206,2049,9147,1981.0,,
,3308 1/2 Rogers Road,78758,,,,,,,,,,,
,4868 Southwest Parkway,75735,,,,,,,,,,,
29399631,1606 Wilshire Boulevard,78722,30.297749,-97.711014,554151.0,8327,609566,515360,2206,10018,1947.0,07/09/2015,
111371971,16101 Rockies Run,78738,30.320165,-97.995493,519008.0,-12556,544958,493058,3877,11504,2012.0,,
,1900 Ed Bluestein Boulevard,78723,,,,,,,,,,,
,6000 Farm-to-Market Road 973,78725,,,,,,,,,,,
29489410,406 Battle Bend Boulevard,78745,30.205508,-97.768624,321890.0,3873,337984,305796,1303,8400,1972.0,05/01/2018,320000
,129 Serene Hilltop Circle,78669,,,,,,,,,,,
29515210,603 Kingfisher Creek Drive,78748,30.149489,-97.814424,310181.0,-3601,325690,294672,1853,12070,1992.0,,
29343350,5401 Cuesta Verde,78746,30.33053,-97.796404,1849947.0,-29957,2275435,1664952,6467,88513,2001.0,,
62570102,3694 Spring Canyon Trail,78681,30.562619,-97.739684,273854.0,3343,287547,260161,2228,10018,2002.0,,
144992142,15300 Hokanson Road,78617,30.095445,-97.629655,245745.0,-5374,275234,201511,2267,21780,1981.0,,
,5261 Castana Bend,78738,,,,,,,,,,,
2146881280,12338 Ballerstedt Road,78621,30.337693,-97.473064,431533.0,26786,634354,241658,3162,871200,2001.0,,
,4286 TX 71,78617,,,,,,,,,,,
,19610 Hodde Lane,78660,,,,,,,,,,,
,2648 Forest Creek Drive,78665,,,,,,,,,,,
70330531,6713 Valburn Drive,78731,30.371239,-97.782815,1204019.0,3707,1348501,1107697,4202,19602,2006.0,,
29468919,4804 Foxhead Drive,78617,30.179198,-97.641908,143553.0,394,159344,113407,1008,11278,1976.0,11/04/2002,86000
144990632,7125 Dee Gabriel Collins Road,78744,30.173549,-97.718376,239160.0,6706,255901,217636,700,257265,1990.0,,
,12201 Sky Harbor Drive,78716,,,,,,,,,,,
29472859,1911 Frazier Avenue,78704,30.249345,-97.775427,512967.0,1991,554004,487319,1221,7043,1952.0,05/24/2018,
125918102,12129 Glass Road,78610,30.061852,-97.712563,221526.0,10169,274692,163929,980,674309,1980.0,,
29471166,11417 FM 812,78719,30.137086,-97.662942,266468.0,7056,295779,242486,2128,208783,1997.0,,
70340528,608 North Cascades Avenue,78660,30.466847,-97.618981,193552.0,-369,203230,178068,1274,4352,2007.0,,
125805561,7308 Getaway Drive,78645,30.454327,-97.953173,,,,,,53753,,,
62607478,5901 East Stassney Lane,78744,30.191144,-97.731127,174559.0,2887,186778,155358,1222,7275,2002.0,,
70343095,11305 Hollister Drive,78737,30.192672,-97.915983,655237.0,1228,687999,622475,4385,11901,2005.0,09/02/2015,
64783955,6107 Richardson Lane,78741,30.237084,-97.698859,256508.0,-31382,289854,225727,802,16160,1941.0,,
29470859,14705 Jacobson Road,78617,30.134246,-97.613027,148261.0,-906,161604,120091,840,9901,1975.0,,
,486 South Mustang Avenue,78613,,,,,,,,,,,
29471283,9502 Cliffbrook Drive,78747,30.104541,-97.717166,185076.0,5901,203584,172121,1113,102322,1970.0,12/18/1996,34601
,12012 North MoPac Expressway,78759,,,,,,,,,,,
121655692,107 Killdrummy Lane,78738,30.351046,-98.006894,591362.0,2096,626844,544053,3849,18208,2013.0,,
,4008 Travis Country Circle,75735,,,,,,,,,,,
29516598,12717 Burson Drive,78652,30.140276,-97.840961,424590.0,10180,450065,403361,2580,71003,1973.0,,
29376129,10101 Mandeville Circle,78750,30.439402,-97.805348,513341.0,5172,564675,487674,3461,14771,1976.0,,
,1488 Garden Path,78664,,,,,,,,,,,
29509894,9908 Woodshire Drive,78748,30.175934,-97.829429,299038.0,5300,313990,284086,1736,7131,1983.0,08/29/2016,
125804725,2807 Whirlaway Drive,78617,30.208239,-97.521386,,,,,,101495,1988.0,,
,4974 Turnersville Road,78610,,,,,,,,,,,
83123859,6800 Caudill Lane,78738,30.301253,-98.006765,917588.0,731,1128633,779950,4730,190139,2003.0,,
249878810,17014 Littig Road,78621,30.326645,-97.462133,,,,,,1089000,,,
,4209 South Industrial Drive,78744,,,,,,,,,,,
29376453,11406 Boulder Lane,78726,30.442071,-97.828018,1416894.0,5232,1544414,1232698,6312,105153,1982.0,,
,18225 RM1431,78645,,,,,,,,,,,
,11743 Jollyville Road,78759,,,,,,,,,,,
29362688,213 Bella Riva Drive,78734,30.389525,-97.952792,4055726.0,-8754,4258512,3852940,6673,276737,1999.0,,
29418500,12426 Old Kimbro Road,78653,30.339627,-97.509403,342979.0,10342,384136,301822,2194,435861,1982.0,04/09/2009,20000
29454980,807 Black Locust Drive East,78660,30.460854,-97.639124,203157.0,4928,213315,184873,1708,4927,1993.0,,
29497478,7106 Crosswood Drive,78745,30.196437,-97.798197,274029.0,-3247,287730,257587,1129,7100,1976.0,,
,390 Hoffman Drive,78610,,,,,,,,,,,
,8314 Daffan Lane,78724,,,,,,,,,,,
124720318,18498 Drecker Springs Lane,78660,30.451651,-97.574161,6456938.0,-212721,6779785,387416,2152,8712,2014.0,,
,7017 FM 973,78617,,,,,,,,,,,
29400602,601 East 42nd Street,78751,30.302311,-97.726084,519349.0,205,555703,493382,1280,6421,1928.0,,
,12100 Krause Lane,78738,,,,,,,,,,,
,358 North Commons Ford Road,78733,,,,,,,,,,,
,2809 Costello Ct,78713,,,,,,,,,,,
29361165,7879 Lakewood Drive,78750,30.380356,-97.794068,688464.0,9113,729772,654041,3294,44409,1989.0,09/18/2000,
,13351 Harris Ridge Boulevard,78753,,,,,,,,,,,
29332477,803 Forest View Drive,78746,30.286779,-97.79742,828706.0,-4339,870141,762410,2137,27408,1969.0,,
,14578 Kollmeyer Drive,78734,,,,,,,,,,,
83126616,4814 City Park Road,78730,30.36627,-97.83442,2490814.0,-287407,2615355,2341365,16000,1742400,2007.0,,
,3107 East 51st Street,78723,,,,,,,,,,,
144991783,14650 Plover Place,78617,30.123729,-97.613391,,,,,,201683,,,
29446409,2001 Wells Branch Parkway,78728,30.435421,-97.681001,301410.0,-3441,316480,286340,2096,8842,1984.0,,
83124760,4525 Pyrenees Pass,78738,30.321115,-97.986773,460930.0,3373,483976,437884,2635,7187,2008.0,,
,2476 Farm-to-Market Road 973,78725,,,,,,,,,,,
,13302 Ranch to Market Road 1826,78737,,,,,,,,,,,
,719 Meadowlark,78753,,,,,,,,,,,
,11817 Old San Antonio Road,78652,,,,,,,,,,,
29471238,8960 Elroy Road,78617,30.123208,-97.629495,182705.0,10331,202803,160780,1512,43560,2000.0,,
,12615 Padua Drive,78739,,,,,,,,,,,
29458680,1404 Windcrest Drive,78664,30.49983,-97.596482,277111.0,-6767,302051,254942,2316,30928,1985.0,,
2137616693,11907 FM 812,78719,30.135527,-97.656973,315608.0,3531,476568,246174,3300,,2001.0,,
29397754,4713 Blueberry Trail,78723,30.294506,-97.685021,385606.0,7704,404886,358614,1940,10934,1973.0,,
28595468,16134 Oak Grove Road,78610,30.109467,-97.904121,378023.0,26102,404485,351561,1657,53448,1988.0,,
96638799,8004 Cedar Elm Trail,78735,30.250307,-97.883682,,,,,1144,,1994.0,,
83818433,18625 Falcon Pointe Boulevard,78660,30.458478,-97.585103,255572.0,-5226,268351,242793,2139,7627,2009.0,,
64547340,8416 Sassman Road,78747,30.135662,-97.714929,299023.0,11606,316964,269121,2052,43560,2006.0,,
29330877,1504 Canoe Brook Drive,78746,30.282276,-97.835811,952256.0,25996,1066527,818940,3309,17690,1984.0,,
144976046,13202 Old Kimbro Road,78653,30.35415,-97.494051,,,,,,5836604,,,
227608731,12800 Camino Real,78640,29.993916,-97.740712,291851.0,30,309362,268503,2203,2921134,1941.0,,
,7984 Rob Roy Rim,78746,,,,,,,,,,,
,7701 Circle South Road,78745,,,,,,,,,,,
79980652,5212 Musket Cove,78736,30.286563,-97.935457,1585850.0,2732,1744435,1458982,5430,57934,2005.0,,
84385538,246 Oak Arbor Trail,78616,30.077074,-97.603699,170505.0,2587,190966,150044,2128,43560,2001.0,,
84383188,231 Colorado Drive,78612,30.166134,-97.485879,529329.0,1123,555795,502863,3508,125017,2002.0,12/22/2000,40000
94642676,1913 Heliotrope Court,78733,30.313636,-97.902548,866825.0,-31710,936171,806147,4559,17211,2010.0,,
,1650 Satterwhite Road,78610,,,,,,,,,,,
29393492,9023 Tristam Drive,78621,30.282041,-97.473789,158623.0,-5529,180830,142761,1344,228777,1996.0,,
,8208 Williamson Road,78610,,,,,,,,,,,
64750510,11621 Lansdowne Road,78754,30.354423,-97.612538,230902.0,-6390,242447,219357,1644,7214,2003.0,,
29330213,2705 1/2 Stratford Drive,78703,30.278997,-97.782387,838084.0,4438,913512,779418,1975,19876,1978.0,,
64682808,17008 Hamilton Pool Road,78620,30.297745,-98.026449,596793.0,16619,674376,549050,2388,546982,1998.0,10/07/2009,545690
29335141,1804 Stamford Lane,78703,30.293185,-97.76928,,,,,2012,9234,1939.0,,
29418378,1709 Justin Lane,78757,30.342062,-97.730264,468810.0,-5616,496939,445370,1526,8960,1950.0,,
,230 Peaceful Valley Road,78640,,,,,,,,,,,
,9465 Blocker Lane,78719,,,,,,,,,,,
29440838,12404 Alderbrook Drive,78758,30.414407,-97.698799,330206.0,6288,363227,303790,1980,9339,1983.0,,
29502945,8305 Zyle Road,78737,30.198243,-97.922854,444421.0,5012,484419,413312,2251,114998,1971.0,,
64825167,8901 Blazyk Drive,78737,30.204187,-97.929494,967542.0,-27888,1093322,841762,4870,46173,2004.0,,
110538063,10805 Trails End Road,78641,30.486731,-97.903406,259630.0,5605,295978,238860,1134,62639,2008.0,,
29497007,8417 La Plata Loop,78737,30.205731,-97.921,1002017.0,407,1152320,861735,4885,65775,1991.0,06/30/2017,
,509 County Road 272,78613,,,,,,,,,,,
,213 Seawind Street,78734,,,,,,,,,,,
29447051,1710 Gatlinburg Drive,78660,30.428761,-97.607925,268923.0,-777,282369,250098,2306,10367,1983.0,,
29343544,3001 Rivercrest Drive,78746,30.33285,-97.819728,,,,,2076,19802,1988.0,,
83829796,12043 Jones Road,78653,30.323414,-97.484707,599795.0,-10748,719754,455844,2200,2574483,1955.0,,
29463280,6033 Bluebell Circle,78741,30.230459,-97.702983,190212.0,257,199723,178799,775,7575,1971.0,,
83822811,16912 John Michael Drive,78653,30.355731,-97.550388,340592.0,3052,371245,316751,3019,12676,2012.0,01/29/2015,
,352 Highland Estates Drive,78664,,,,,,,,,,,
29358727,7603 Valburn Drive,78731,30.372547,-97.774217,661892.0,361,694987,628797,2672,14070,1975.0,,
,15736 Panorama Court,78617,,,,,,,,,,,
29377483,10924 Centennial Trail,78726,30.444317,-97.818821,567726.0,31606,630176,499599,3200,33105,1999.0,,
,1409 1/2 Fallwell Lane,78617,,,,,,,,,,,
29360728,105 Firebird Cove,78734,30.379629,-97.977597,681722.0,-8929,722625,634001,4142,11076,1992.0,,
29434951,14304 Cameron Road,78653,30.395944,-97.595021,463865.0,11775,491697,431394,4154,111209,1989.0,,
,125 Headquarters Road,78617,,,,,,,,,,,
,12725 Daniel Boone Drive,78737,,,,,,,,,,,
29322351,2002 Kinney Avenue,78704,30.250599,-97.769449,639686.0,-450,671670,607702,1956,9375,2008.0,,
,14200 McNeil Merriltown Road,78728,,,,,,,,,,,
,201 San Antonio Street,78610,,,,,,,,,,,
,7550 Spicewood Springs Road,78759,,,,,,,,,,,
125900902,16501 Parkview Drive,78728,30.474846,-97.682876,,,,,,55887,,,
,725 Boon Cove,78732,,,,,,,,,,,
29400155,2905 Pecan Springs Road,78723,30.300584,-97.684773,282042.0,-3814,315887,239736,1080,7575,1959.0,03/06/1990,63483
80096489,11505 Georgia Coleman Bend,78748,30.1546,-97.843604,273248.0,2765,286910,259586,1346,4400,2006.0,,
121723207,373 Lauren Trail,78613,30.493175,-97.853484,362571.0,-3700,384325,344442,2597,,2013.0,04/11/2014,
29477266,4017 Victory Drive,78704,30.233411,-97.788566,17389078.0,-31148,32691467,11302901,1050,276606,1984.0,,
64601258,11500 Arrowmound Pass,78617,30.155076,-97.651213,199135.0,-1266,209092,189178,1326,6098,2003.0,,
,8700 Burnet Road,78757,,,,,,,,,,,
,5004 1/2 I 35 Frontage Road,78745,,,,,,,,,,,
29376370,10906 Conchos Trail,78726,30.441929,-97.818689,464664.0,-5884,487897,432138,1800,72854,1979.0,,
,4598 County Road 175,78681,,,,,,,,,,,
29515514,12404 Bear Hollow Cove,78739,30.1533,-97.866493,609591.0,-3779,670550,542536,5548,46174,1992.0,,
29338818,3506 River Road,78703,30.306918,-97.773711,1815287.0,-2781,2033121,1670064,5113,13643,2014.0,,
,12844 Pauls Valley Road,78737,,,,,,,,,,,
,972 Dittmar Road,78745,,,,,,,,,,,
120287139,5320 Williamson Road,78610,30.055983,-97.752976,,,,,1344,1907361,1995.0,,
52275165,4609 Island Cove,78731,30.332213,-97.778467,2919064.0,-250573,3181780,2773111,5283,20473,2002.0,,
84140611,1157 Live Oak Loop,78610,30.111788,-97.912343,501503.0,-18848,536608,476428,2857,87120,2007.0,,
,13670 Evergreen Way,78737,,,,,,,,,,,
,6330 Harold Court,78721,,,,,,,,,,,
70327015,7514 Rio Pass,78724,30.31577,-97.655865,,,,,,4452,,,
,13475 Old San Antonio Road,78610,,,,,,,,,,,
144964255,16521 Decker Creek Drive,78653,30.246711,-97.557237,,,,,,224857,,,
29324776,10111 Crumley Ranch Road,78738,30.269403,-98.023742,468942.0,23503,590867,393911,944,217800,1930.0,,
79984472,13601 Arbor Hill Cove,78653,30.360587,-97.543472,300886.0,1063,318939,279824,2789,11499,2007.0,10/29/2014,242000
,2322 Masonwood Way,78681,,,,,,,,,,,
,13510 TX 45;RM 620,78717,,,,,,,,,,,
29492337,8910 Young Lane,78737,30.215309,-97.922822,1527187.0,3323,1603546,1389740,9393,150282,2001.0,04/30/2018,1500000
125889988,11205 Whitefaulds Drive,78754,30.347288,-97.619149,245662.0,2164,257945,233379,2305,5354,2014.0,,
29330770,1417 Bay Hill Drive,78746,30.281637,-97.832064,705472.0,1549,740746,656089,2660,19201,1983.0,,
,5098 Old Goforth Road,78601,,,,,,,,,,,
29445884,17621 Steger Lane,78653,30.423619,-97.526919,198163.0,-1200,235814,180328,1408,43560,1978.0,,
29471115,10901 Thaxton Road,78610,30.117864,-97.743347,338710.0,-2649,392904,318387,2680,44819,2016.0,,
70337148,3416 Bunny Run,78746,30.336082,-97.8137,1980105.0,-51963,2237519,1742492,4817,45594,2005.0,,
29395010,3403 Touchstone Street,78723,30.289705,-97.6819,398305.0,5822,422203,378390,1610,23239,1971.0,,
29464096,6806 Canal Street,78741,30.227412,-97.695935,179224.0,-1131,188185,170263,832,5759,1952.0,,
,7369 Gilbert Road,78653,,,,,,,,,,,
29489003,8811 Honeycomb Drive,78737,30.218435,-97.91797,300356.0,6188,342406,255303,1092,217756,1978.0,,
,8119 Exchange Drive,78754,,,,,,,,,,,
29393441,20913 Delorio Street,78653,30.278122,-97.485259,213474.0,-1890,230552,185722,1620,130680,1994.0,,
,5817 Navarro Creek Road,78617,,,,,,,,,,,
29373310,15753 Booth Circle,78641,30.434107,-97.909345,488132.0,-7652,517420,458844,2338,28898,1979.0,,
29433448,8838 Honeysuckle Trail,78759,30.380633,-97.74349,316900.0,-5251,354928,288379,1547,3724,1981.0,,
,1806 North Lamar Boulevard,78701,,,,,,,,,,,
29328879,7501 Sandio Loop,78735,30.274536,-97.857656,1015798.0,65974,1117378,792322,4146,52272,1993.0,,
29439659,16841 Cameron Road,78653,30.409801,-97.539201,343066.0,1382,377373,312190,1910,217800,1980.0,,
,2579 Western Trails Boulevard,78745,,,,,,,,,,,
144261716,15611 Littig Road,78653,30.321806,-97.49224,657207.0,-30792,867513,499477,1216,7388647,1999.0,,
58307823,6107 Jesse Bohls Drive,78660,30.435358,-97.563461,425667.0,-5314,489517,378844,2451,217800,2002.0,,
120901436,1312 South Quinlan Park Road,78732,30.330464,-97.926051,264876.0,8667,304607,233091,1204,13220,2012.0,,
29486410,4703 Circle Oak Cove,78749,30.218618,-97.846522,429151.0,-407,450609,407693,1941,10868,1977.0,,
29478204,9005 Blue Hill Court,78736,30.238973,-97.935605,404132.0,3684,424339,383925,1660,37897,1978.0,,
,613 Ivean Pearson Road,78645,,,,,,,,,,,
29477617,8105 Pinto Path,78736,30.240406,-97.890196,300003.0,4744,315003,282003,1194,15124,1980.0,,
,5899 Hiline Road,78734,,,,,,,,,,,
241939217,12405 Morelia Way,78652,30.122378,-97.813148,329251.0,-8129,381931,296326,2438,8072,2016.0,,
29515167,11200 Slaughter Creek Drive,78748,30.152154,-97.819687,,,,,2449,81892,1981.0,,
29496995,10601 La Plata Cove,78737,30.20488,-97.913983,613419.0,-1141,680895,570480,3301,74096,1994.0,,
,1869 Provident Lane,78664,,,,,,,,,,,
249911559,5311 Dunlap Road North,78725,30.243783,-97.563392,,,,,,4670503,,,
29414401,202 East Lisa Drive,78752,30.334589,-97.709207,337057.0,15269,364022,320204,1270,7753,1968.0,,
83822857,12606 Johnson Road,78653,30.382292,-97.507278,217588.0,4072,278513,184950,1904,592416,1997.0,,
70327588,7314 Green Grass Trail,78744,30.166528,-97.740628,,,,,,10075,1993.0,,
,186 Calder Road,78616,,,,,,,,,,,
29444502,4509 Columbine Drive,78727,30.428515,-97.718968,306930.0,3038,322276,291584,1678,6098,1998.0,02/21/2018,
,136 Dove Hill Court,78640,,,,,,,,,,,
119630532,16101 Anderson Road,78653,30.397672,-97.525637,349370.0,-1496,391294,314433,2092,173979,1960.0,,
29418522,15916 Voelker Lane,78621,30.348437,-97.468169,241464.0,-5129,268025,212488,2084,172890,1996.0,,
28595203,700 Kelly Smith Lane,78610,30.040927,-97.83556,308755.0,17844,364331,277880,2325,98881,1999.0,08/25/2004,20250
29413642,6910 Bethune Avenue,78752,30.327963,-97.700047,206280.0,1611,224845,185652,1296,8255,1954.0,10/26/2016,130000
29329442,2304 West 8th Street,78703,30.282046,-97.770955,863923.0,24905,1045347,760252,2162,8407,1963.0,,
,11202 Thorny Brook Trail,78713,,,,,,,,,,,
83824969,11831 Doyle Overton Road,78617,30.069956,-97.64745,176262.0,5122,202701,148060,1232,43560,1998.0,,
29410220,3306 Vintage Hills Cove,78723,30.319003,-97.666039,437093.0,1438,480802,397755,2952,10105,1984.0,05/31/2016,
,121 Pickle Road,78704,,,,,,,,,,,
,3338 East Pecan Street,78660,,,,,,,,,,,
29365578,3800 Red Bird Trail,78645,30.413191,-97.960221,674322.0,641,822673,579917,3247,216140,2002.0,,
144352725,5319 Turnersville Road,78610,30.071576,-97.737006,1059990.0,-3658,1356787,667794,1897,6465219,1925.0,,
29501741,5376 Austral Loop,78739,30.195548,-97.875508,489877.0,1198,514371,465383,3028,10642,1996.0,,
29538897,440 East Park Street,78613,30.521583,-97.800042,509086.0,-17595,559995,478541,3282,113256,1984.0,,
144240330,15311 Decker Lake Road,78724,30.269981,-97.577575,722433.0,-17509,1011406,527376,1,2948576,2013.0,,
70344295,212 Varco Drive,78738,30.337232,-97.956772,727173.0,-1846,770803,690814,4835,14545,2008.0,,
29363539,5006 Marshall Ford Road,78732,30.393271,-97.887694,357111.0,25748,396393,310687,1575,18517,1962.0,,
29511433,2915 Wadsworth Way,78748,30.174567,-97.843415,273446.0,5102,287118,251570,1447,6700,1995.0,,
119631385,15810 Pearce Lane,78617,30.159488,-97.587797,,,,,,20471414,,,
,7362 Coldwater Canyon Drive,78730,,,,,,,,,,,
,795 High Road,78640,,,,,,,,,,,
29350155,4600 Cat Mountain Drive,78731,30.35317,-97.778263,921318.0,-31994,985810,838399,3932,14061,1976.0,,
,12897 Johnson Road,78653,,,,,,,,,,,
83814740,12353 Ballerstedt Road,78621,30.335455,-97.464183,1245298.0,-23071,1432093,971332,5374,2346839,2001.0,,
29373223,7708 Navajo Pass,78641,30.433043,-97.895654,523851.0,-6675,581475,492420,3315,49441,2001.0,,
29331395,3704 Mission Creek Drive,78735,30.282439,-97.880016,866737.0,5576,1005415,788731,3350,41870,1988.0,,
,1801 Cuernavaca Drive North,78733,,,,,,,,,,,
,20267 Blake Manor Road,78653,,,,,,,,,,,
111372467,12617 Black Hills Drive,78739,30.145646,-97.853047,399874.0,-1936,419868,379880,3217,5750,2012.0,,
29389070,21967 Silvia Drive,78621,30.266193,-97.472457,158721.0,1328,177768,142849,1512,66472,1996.0,10/16/2015,140000
,2982 County Road 172,78681,,,,,,,,,,,
,12077 Cameron Road,78653,,,,,,,,,,,
29499877,8403 La Plata Loop,78737,30.203645,-97.920246,531066.0,-32663,578862,504513,3160,53099,1994.0,10/16/2017,
52832697,8694 Ken Aaron Court,78717,30.493764,-97.736412,477761.0,-11200,558980,439540,4082,248917,2001.0,,
,12512 Old Kimbro Road,78653,,,,,,,,,,,
58310355,1511 Panther Loop,78660,30.48227,-97.588403,,,,,40000,225641,2016.0,,
,1100 Fallwell Lane,78617,,,,,,,,,,,
29353246,5306 Backtrail Drive,78731,30.362137,-97.783574,689560.0,-26695,737829,648186,2960,15708,1983.0,,
,3733 Bronco Bend Loop,787,,,,,,,,,,,
29443916,1901 Rendova Lane,78660,30.419729,-97.622155,247547.0,-356,259924,235170,1458,23870,1995.0,01/15/2013,138500
,199 Trailway Street,78664,,,,,,,,,,,
80103628,12504 Timber Heights Drive,78754,30.369507,-97.64993,238307.0,835,250222,226392,1633,6007,2009.0,10/27/2014,
,16381 Ranch to Market Road 1826,78737,,,,,,,,,,,
29549284,13653 Rutledge Spur,78717,30.47797,-97.781216,569271.0,3564,637584,529422,5843,84942,1975.0,,
29476588,606 Cardinal Lane,78704,30.232589,-97.766371,533031.0,-2660,602325,501049,864,12985,1936.0,,
,1899 Creeks Edge Parkway,78733,,,,,,,,,,,
,1898 Starwood Drive,78613,,,,,,,,,,,
29325489,802 Spofford Street,78704,30.260524,-97.766872,781599.0,-2821,820679,719071,1740,10497,1957.0,,
